forks,stargazers_count,open_issues,size,owner_type,readme_size,num_contrib,commits,year
1,0,0,144,0,1231,1,22,2013
0,1,0,6612,0,11,4,101,2013
0,0,1,6800,0,0,1,1,2013
0,0,0,108,0,110,1,2,2013
1,0,0,9764,0,138,1,2,2013
0,0,0,128,0,0,1,4,2013
0,0,0,77292,0,122,1,14,2013
1,0,0,49,1,80,3,29,2013
1,0,0,1118,0,2390,1,31,2013
0,0,0,51572,1,274,2,8,2013
0,0,0,192,0,615,1,4,2013
0,0,0,112,0,138,1,3,2013
0,0,0,40852,0,0,1,1,2013
0,0,0,3140,0,1178,1,17,2013
0,0,0,160,0,121,1,16,2013
1,0,0,448,0,0,1,1,2013
0,0,0,3100,1,57,1,3,2013
0,0,0,216,0,9208,2,7,2013
0,0,0,248,0,127,1,2,2013
1,1,1,11888,1,634,1,52,2013
0,0,0,464,0,251,1,3,2013
0,1,0,1984,0,513,1,24,2013
0,0,0,2608,0,0,1,61,2013
0,0,0,140936,1,1581,3,17,2013
0,0,0,283,0,0,1,57,2013
0,0,0,244,0,822,1,1,2013
0,1,0,132,0,210,0,0,2013
0,0,0,104,0,0,0,0,2013
2,1,0,1595,0,536,1,2,2013
0,0,0,32280,0,0,1,6,2013
1,3,0,85628,0,4319,1,15,2013
0,0,0,128,0,764,1,8,2013
0,1,0,236,0,0,1,4,2013
0,0,0,112,0,313,0,0,2013
0,0,0,374520,0,0,4,49,2013
0,0,0,446,1,1376,2,22,2013
0,0,0,264,0,90,1,2,2013
2,1,0,208,0,1308,0,0,2013
0,1,0,908,0,921,1,2,2013
0,2,0,23144,0,1593,2,35,2013
0,0,0,1000,0,470,0,0,2013
1,1,0,136,0,476,0,0,2013
3,1,0,393,0,1545,1,270,2013
0,0,0,144,0,675,0,0,2013
116,69,15,23392,1,830,99,5982,2013
41,86,7,2279,1,2948,9,184,2013
10,42,23,8047,1,3280,10,688,2013
35,13,0,2291,0,2780,2,26,2013
9,8,0,130932,1,2565,2,31,2013
6,14,3,2505,0,1934,2,507,2013
6,8,1,74124,1,403,2,25,2013
5,0,0,1934,0,519,1,4,2013
6,9,35,4846,1,984,5,16,2013
3,10,0,208,0,480,1,26,2013
2,4,0,29091,0,0,1,155,2013
8,0,1,40502,1,120,2,147,2013
16,0,0,37239,0,1375,3,35,2013
5,1,0,5284,0,0,0,0,2013
41,40,31,4435,1,3585,28,1367,2013
3,0,0,90840,1,103,1,5,2013
3,4,5,13894,1,2697,1,90,2013
3,2,0,831,0,324,2,180,2013
4,1,0,6913,0,1417,2,17,2013
2,0,0,329,0,357,1,37,2013
0,0,0,216,1,-1,0,0,2013
2,0,0,79971,0,65,3,48,2013
3,1,0,440,0,42,2,22,2013
2,0,0,1233,1,1553,8,168,2013
2,0,1,1009,0,58,3,26,2013
0,1,0,176,0,9208,1,7,2013
1,0,0,392,0,478,0,0,2013
0,0,0,164,0,0,1,22,2013
4,7,0,11829,0,987,3,141,2013
2,0,0,342,0,0,1,1,2013
0,4,0,30360,0,1153,1,7,2013
1,4,0,160,0,1223,0,0,2013
0,0,0,8668,0,119,1,1,2013
0,0,0,35540,0,478,1,39,2013
3,1,0,899,1,2703,2,2,2013
0,0,2,81,0,196,1,111,2013
1,1,1,2248,0,1012,1,16,2013
1,7,0,956,0,6857,1,5,2013
0,0,0,232,0,0,0,0,2013
2,3,0,92,0,1835,1,5,2013
3,1,0,6570,0,3506,2,10,2013
1,4,1,264,1,2021,1,40,2013
2,4,0,2661,0,2882,1,2,2013
1,2,0,3956,0,6468,1,53,2013
0,0,0,180,0,9126,1,2,2013
0,0,0,560,0,0,0,0,2013
0,0,0,120,0,0,1,2,2013
0,0,0,112,0,0,1,3,2013
0,0,2,6784,0,337,1,36,2013
0,0,0,112,0,0,1,1,2013
2,0,13,85624,1,115,5,403,2013
1,0,0,2836,0,0,2,10,2013
0,0,0,2672,0,569,2,25,2013
0,0,0,2452,0,75,1,13,2013
0,0,0,340,0,293,1,4,2013
0,0,0,108,0,0,0,0,2013
0,1,0,236,0,0,1,4,2013
0,0,0,4668,0,54,1,6,2013
2,0,0,3118,0,719,1,52,2013
0,1,7,180,1,1005,3,9,2013
0,0,0,460,1,0,0,0,2013
0,0,0,62284,0,0,1,1,2013
0,0,0,1604,1,0,2,11,2013
0,0,0,6556,1,565,4,319,2013
1,1,0,38,0,380,1,2,2013
0,0,1,382,1,2492,2,18,2013
0,0,0,259,0,52,2,17,2013
1,3,0,104,0,859,1,2,2013
0,0,0,1039,0,1364,7,25,2013
0,0,0,284,0,33,2,2,2013
0,0,0,13676,0,30,1,3,2013
0,0,0,1035,0,1364,7,25,2013
0,0,0,1268,0,478,0,0,2013
0,0,0,128,0,59,0,0,2013
0,0,0,2428,0,0,1,3,2013
1,0,0,9469,0,1133,1,61,2013
0,1,0,5008,0,0,1,1,2013
0,0,0,6224,0,71,0,0,2013
0,0,0,880,0,6026,1,26,2013
1,0,0,1844,0,0,1,1,2013
0,0,0,1035,0,1364,7,25,2013
1,0,0,124,0,34,1,17,2013
0,2,0,2648,0,1149,2,2,2013
0,0,0,738536,1,781,3,11,2013
0,0,0,1504,0,609,1,17,2013
1,0,0,18968,0,0,0,0,2013
0,0,0,500,0,478,2,47,2013
0,1,0,108,0,619,1,2,2013
0,0,0,176,0,0,1,2,2013
0,0,0,144,0,0,1,15,2013
0,0,0,71,0,471,0,0,2013
0,1,12,38996,0,0,3,77,2013
0,0,0,14320,0,0,1,6,2013
0,0,0,2368,0,0,1,4,2013
0,0,0,132,0,0,1,1,2013
0,0,0,2012,0,0,1,4,2013
0,0,0,600,0,39,0,0,2013
0,0,0,622,0,1370,3,16,2013
0,0,0,896,0,198,1,6,2013
0,0,0,140,0,204,1,18,2013
0,1,5,1345,0,444,1,106,2013
0,0,0,2248,0,942,1,4,2013
0,0,0,372,0,207,1,8,2013
0,1,0,460,0,307,1,24,2013
0,0,0,13520,0,3117,1,1,2013
0,0,0,38952,0,55,1,32,2013
0,0,0,9,0,184,1,4,2013
0,1,0,304,0,965,1,29,2013
0,0,0,156,0,110,1,3,2013
1,0,0,352,0,80,2,49,2013
0,0,0,360,0,1541,1,176,2013
0,0,0,100,0,0,1,1,2013
0,0,0,10636,0,130,0,0,2013
0,0,0,1976,0,0,2,4,2013
0,0,0,360,0,66,1,71,2013
0,1,0,464,0,0,1,18,2013
0,0,0,176,0,78,0,0,2013
0,0,0,400,0,710,1,14,2013
1,0,0,10656,0,0,1,1,2013
0,0,0,4964,0,73,1,2,2013
0,0,0,77884,0,7,1,28,2013
0,0,0,124,0,60,1,2,2013
0,0,0,5120,0,0,1,4,2013
0,0,0,1916,0,199,1,3,2013
0,0,0,2164,0,109,1,50,2013
0,0,0,112,0,4113,1,8,2013
0,0,0,1220,0,118,1,3,2013
0,0,0,393,0,0,1,2,2013
0,1,0,836,0,521,1,70,2013
0,0,0,589528,1,984,6,171,2013
0,0,0,17864,0,0,0,0,2013
1,0,0,1876,0,6324,1,11,2013
0,0,0,136,0,109,1,4,2013
0,0,0,2532,0,186,1,3,2013
1,0,0,19268,0,0,0,0,2013
2,0,0,336,0,1296,1,3,2013
0,0,0,200,0,9220,1,9,2013
0,0,0,97,0,903,1,2,2013
1,0,0,1452,0,0,1,2,2013
1,1,0,116,0,92,1,3,2013
0,0,0,524,0,22,1,3,2013
0,0,0,512,0,100,1,25,2013
0,0,0,152,0,238,1,14,2013
1,0,3,2824,0,693,1,6,2013
0,0,0,188,0,0,1,2,2013
0,0,0,480,1,5394,1,44,2013
0,0,0,176,0,102,1,16,2013
0,0,0,51951,0,105,2,4,2013
0,0,0,444,0,11668,1,29,2013
0,0,0,51564,1,806,2,11,2013
1,0,0,212,0,0,0,0,2013
0,0,0,184,0,241,1,7,2013
0,1,0,608,0,101,1,2,2013
0,0,0,76832,1,942,2,7,2013
0,0,0,6344,0,0,1,10,2013
1,0,0,112,0,536,1,5,2013
0,0,0,148,0,539,1,13,2013
0,1,0,796,0,2507,1,24,2013
0,0,0,488,0,354,1,13,2013
0,1,0,15528,0,0,1,1,2013
0,0,0,152,0,3241,1,5,2013
0,1,0,112,0,1414,1,3,2013
0,1,0,157476,0,1020,1,13,2013
0,0,0,352,0,157,1,8,2013
0,1,0,288,0,134,1,2,2013
0,1,0,3472,0,676,1,4,2013
0,0,0,17716,0,0,0,0,2013
0,0,0,3600,0,303,1,10,2013
1,0,0,144,0,436,1,4,2013
0,0,0,104,0,0,1,2,2013
1,0,0,354,0,126,2,61,2013
0,0,0,116,0,0,1,1,2013
0,0,0,9,0,2212,1,9,2013
1,0,0,191,0,2101,1,15,2013
0,0,0,17436,0,111,1,11,2013
1,1,0,2234,0,2780,1,395,2013
0,0,0,2128,0,282,0,0,2013
0,0,0,425,0,124,1,4,2013
2,4,1,380,1,339,3,48,2013
0,0,0,1764,0,2463,13,134,2013
1,0,0,200,0,149,1,5,2013
1,0,0,29824,0,127,1,5,2013
0,0,0,128,0,526,1,4,2013
1,1,0,6876,1,287,33,1184,2013
0,0,0,240,0,146,1,20,2013
0,1,0,4880,0,988,1,10,2013
0,0,0,216308,1,5265,6,220,2013
1,0,0,252972,1,1861,2,8,2013
0,0,0,300,0,1253,0,0,2013
0,0,0,136,1,460,1,7,2013
1,1,0,368520,0,291,1,141,2013
1,1,0,4616,0,0,0,0,2013
0,0,0,900,0,211,0,0,2013
1,1,1,784,0,28,1,1,2013
1,1,0,1701,0,4741,1,15,2013
0,0,0,21968,0,46,1,12,2013
0,0,0,152,0,0,1,13,2013
0,1,0,348,0,254,1,1,2013
48,119,0,1930,0,1683,5,49,2013
19,21,7,109821,1,636,32,1793,2013
6,0,0,453,0,147,4,29,2013
7,23,33,18419,1,5703,10,574,2013
5,10,0,6684,0,3784,3,24,2013
6,2,0,105562,0,1390,4,123,2013
9,3,16,57297,1,2016,7,2391,2013
24,7,0,9880,0,0,2,113,2013
9,6,0,299,1,13825,1,1,2013
5,3,11,2587,1,0,11,1020,2013
7,0,0,1424,0,71,1,2,2013
2,17,2,529,0,902,1,46,2013
6,0,0,4895,0,40,5,61,2013
6,2,0,23041,0,1116,1,2,2013
4,4,1,464,0,8427,1,25,2013
2,5,0,3852,0,3159,1,277,2013
7,2,0,1407,1,8418,4,141,2013
2,8,16,2384,1,2182,1,17,2013
3,0,0,671,0,0,2,12,2013
0,0,0,684,0,0,1,3,2013
0,0,0,144,0,116,1,3,2013
6,3,0,813,0,2109,1,52,2013
1,1,0,8391,0,282,3,46,2013
3,0,0,265,0,0,3,30,2013
0,0,0,95,0,45,1,39,2013
3,0,0,1299,0,2187,2,14,2013
2,0,0,296,0,1333,1,21,2013
3,4,0,206,0,1659,1,12,2013
4,1,0,7112,0,1402,1,3,2013
0,6,44,2428,0,1364,1,105,2013
2,0,0,802,0,770,1,105,2013
0,0,0,15248,0,163,1,7,2013
5,4,0,4888,0,348,1,7,2013
0,0,0,156,0,30,1,2,2013
22,16,0,1766,1,2036,26,555,2013
0,0,0,108,0,0,2,2,2013
2,2,0,128,0,1552,1,3,2013
11,15,1,167010,0,8551,1,81,2013
1,0,0,5848,0,0,2,58,2013
8,9,0,23596,1,2173,3,6,2013
1,4,0,252,0,797,1,5,2013
0,0,0,416,0,0,6,10,2013
0,0,0,1940,0,38,1,9,2013
0,0,0,204,0,-1,0,0,2013
0,0,2,10992,1,25,2,22,2013
2,1,0,696,0,96,4,176,2013
0,1,0,7896,1,0,1,135,2013
0,0,1,864,1,6366,1,5,2013
0,0,0,108,0,0,1,2,2013
0,0,0,120,0,872,1,6,2013
0,0,0,6476,0,48,1,8,2013
0,0,0,28132,0,36,1,22,2013
0,3,0,80,0,865,1,4,2013
0,1,0,892,0,0,1,2,2013
0,0,0,112,0,239,1,3,2013
1,3,0,2528,0,36599,95,918,2013
0,0,0,368,0,0,1,37,2013
1,0,0,8208,0,5237,3,94,2013
1,0,0,130,0,1591,1,76,2013
0,0,0,112,0,478,1,1,2013
2,0,2,168,0,1591,2,17,2013
0,0,0,1520,0,50,1,55,2013
0,0,0,31772,0,46,1,65,2013
1,0,0,75520,0,0,1,70,2013
1,0,0,6284,0,355,1,17,2013
0,0,10,512,0,394,1,93,2013
0,0,1,852,0,640,1,52,2013
0,0,0,9320,0,31,1,3,2013
0,0,0,17711,0,30,1,17,2013
0,0,0,220,0,44,1,4,2013
0,0,0,260,0,478,1,4,2013
1,0,0,8668,0,1689,0,0,2013
0,0,0,1576,0,0,1,1,2013
0,1,0,176,0,48,2,13,2013
0,0,0,116,0,125,1,3,2013
0,0,0,68144,0,0,1,20,2013
0,0,0,16423,0,2278,4,69,2013
0,0,0,204,0,67,1,8,2013
1,0,0,400,0,17,2,27,2013
0,0,0,404,0,0,0,0,2013
0,0,0,38844,0,0,1,2,2013
0,0,0,396,0,0,1,1,2013
0,0,0,2328,0,0,1,10,2013
0,0,0,256,0,58,1,6,2013
0,0,0,363664,0,968,1,13,2013
0,0,0,136,0,75,1,11,2013
0,0,0,22808,0,0,1,2,2013
0,1,0,432,0,0,2,35,2013
0,0,0,1176,0,163,2,39,2013
1,0,0,616,0,338,1,5,2013
0,0,0,304,0,478,1,46,2013
0,0,0,112,0,84,1,4,2013
1,0,0,7578,0,163,1,1,2013
0,1,0,4304,0,66,1,75,2013
0,0,0,21248,0,2217,1,225,2013
0,0,0,488,0,73,2,2,2013
0,1,0,1428,0,74,1,2,2013
0,0,0,36376,0,71,1,2,2013
0,0,0,108,0,53,1,4,2013
0,0,10,7536,0,756,1,27,2013
0,0,0,34380,0,51,2,54,2013
1,0,0,19796,0,0,2,5,2013
2,0,0,76,0,0,1,1,2013
0,3,1,184,0,1157,1,11,2013
0,2,0,17968,0,1998,1,319,2013
0,1,0,12600,0,0,0,0,2013
0,0,0,352,0,2100,1,7,2013
0,0,0,180,0,0,1,1,2013
0,0,0,120,0,36,0,0,2013
0,0,0,188,0,845,1,7,2013
1,2,0,108,0,284,1,2,2013
0,0,0,348,0,434,1,44,2013
1,0,0,1068,0,9208,0,0,2013
0,0,0,2824,0,98,1,9,2013
0,0,0,1504,0,1272,1,13,2013
0,0,1,2653,0,2717,1,52,2013
0,0,0,172,0,0,0,0,2013
0,1,0,161788,0,1467,2,75,2013
1,1,1,1420,0,64,1,2,2013
0,0,0,284,0,0,1,1,2013
0,0,0,60,0,74,1,5,2013
0,0,0,4676,0,61,2,7,2013
2,0,1,8104,0,61,2,11,2013
0,0,0,19832,0,73,3,14,2013
1,1,0,25900,0,1762,1,1,2013
0,0,5,828,0,478,1,44,2013
0,1,29,17448,1,2329,4,711,2013
0,0,0,168,1,0,1,25,2013
1,0,0,860,0,1961,2,20,2013
0,0,0,2156,0,0,0,0,2013
0,0,0,16012,0,0,1,19,2013
0,0,0,20996,0,0,0,0,2013
0,0,0,940,0,0,1,1,2013
1,1,0,5302,0,90,1,48,2013
0,0,0,108,0,0,0,0,2013
0,1,1,168,0,1580,1,14,2013
0,0,0,2458,0,7268,38,289,2013
1,0,1,57395,0,5803,1,19,2013
0,0,0,648,0,80,1,28,2013
0,0,0,1416,0,98,1,10,2013
0,1,5,23764,0,2685,3,26,2013
0,0,0,352,0,0,1,75,2013
0,1,1,322,0,0,0,0,2013
0,0,0,16158,0,103,4,65,2013
0,0,0,176,0,261,1,9,2013
1,0,0,23132,0,83,1,9,2013
0,0,0,312,0,0,1,1,2013
1,0,2,14224,0,70,1,30,2013
0,0,2,67368,0,252,5,248,2013
2,0,0,2005,0,120,5,101,2013
1,0,0,13408,0,499,2,22,2013
0,0,0,200,0,116,1,36,2013
0,0,0,9144,0,0,3,94,2013
0,0,0,4064,0,161,1,4,2013
4,1,0,1392,0,417,3,15,2013
0,1,0,816,0,0,1,40,2013
0,0,1,424,0,0,0,0,2013
1,0,3,1328,1,1986,3,59,2013
0,0,3,9540,1,1149,5,82,2013
0,0,0,176,0,0,1,1,2013
1,1,0,268,0,130,1,2,2013
0,2,0,272,0,766,1,19,2013
0,0,0,100,0,0,1,1,2013
0,0,0,26346,0,9208,1,8,2013
0,0,0,15268,0,99,2,32,2013
0,0,0,232,0,7071,1,14,2013
1,0,0,188,0,128,1,20,2013
1,0,0,3796,0,0,0,0,2013
0,4,0,328,0,1043,5,82,2013
1,0,0,904,0,457,1,2,2013
0,0,0,3020,0,104,1,19,2013
0,0,0,45839,0,343,1,3,2013
0,1,0,628,0,131,1,69,2013
1,0,0,124,0,555,1,3,2013
0,0,0,252,0,98,1,1,2013
0,0,0,120,0,0,1,1,2013
1,0,1,17269,0,156,2,157,2013
0,1,0,2854,1,1332,2,7,2013
0,0,0,120,0,0,1,1,2013
1,0,0,756,1,163,1,22,2013
0,0,0,1888,0,173,1,12,2013
0,0,0,484,0,0,1,34,2013
0,0,2,26588,1,587,4,387,2013
0,0,0,7200,1,0,1,5,2013
0,0,0,132,0,174,1,4,2013
0,0,0,376,0,153,3,6,2013
0,0,0,1400,0,157,1,2,2013
1,0,0,10548,0,913,1,27,2013
0,0,0,112,0,189,1,2,2013
0,0,0,540,0,0,1,1,2013
1,0,0,112,0,1804,1,4,2013
0,0,0,5124,1,168,2,2,2013
2,0,0,273,0,739,3,49,2013
2,0,0,124,0,210,1,4,2013
1,5,0,600,1,408,1,10,2013
0,0,0,3072,0,0,1,3,2013
0,1,0,16264,0,913,3,30,2013
1,3,0,352,0,2288,1,11,2013
1,2,0,176,0,3006,1,14,2013
0,0,0,1316,0,0,1,1,2013
0,1,1,516,0,3670,1,29,2013
2,0,0,752,0,374,1,4,2013
0,0,0,448,0,256,4,15,2013
0,0,0,480,0,244,1,6,2013
0,1,0,102620,1,811,2,32,2013
0,2,0,1748,0,1120,0,0,2013
0,0,0,184,0,0,1,1,2013
1,0,0,75624,0,677,4,83,2013
0,0,0,108,0,1459,1,3,2013
288,763,27,9012,1,13965,31,401,2014
28,67,17,5218,0,4387,5,1777,2014
10,1,2,600,1,433,9,475,2014
4,49,5,1876,0,1868,3,106,2014
4,10,0,402,0,2812,2,123,2014
5,0,0,11764,0,0,0,0,2014
4,5,0,11669,0,3228,2,85,2014
4,1,15,3723,1,0,4,13,2014
5,0,0,44344,0,18,2,7,2014
6,4,5,99972,1,4215,2,13,2014
2,3,0,158292,1,386,3,107,2014
9,2,7,8204,1,5278,11,254,2014
0,1,0,132,0,1431,1,1,2014
12,16,3,62975,1,5106,2,92,2014
2,2,6,891,1,1438,8,270,2014
2,2,0,84,0,2253,1,18,2014
2,2,0,1596,1,263,2,3,2014
3,0,0,490,1,95,2,36,2014
1,10,18,188187,1,3343,9,769,2014
4,4,9,682,1,899,2,115,2014
0,0,0,4247,0,841,1,16,2014
0,0,0,100,0,0,0,0,2014
0,0,0,208,0,764,1,1,2014
2,0,0,268,1,303,1,1,2014
2,0,0,152880,0,165,2,79,2014
1,3,0,28591,0,3533,3,22,2014
0,0,0,12696,0,0,1,4,2014
0,0,0,144,0,1494,1,1,2014
0,0,0,132,0,0,0,0,2014
5,7,0,15438,0,4772,1,6,2014
3,3,0,921,0,1234,1,24,2014
1,0,0,1632,0,0,2,2,2014
2,0,0,11229,0,2011,1,8,2014
0,1,0,12869,0,1210,2,280,2014
2,1,0,4332,0,107,1,4,2014
0,2,0,2300,1,71,0,0,2014
0,0,0,13128,0,119,2,69,2014
2,2,7,213,0,1061,2,13,2014
0,2,0,1072,0,478,1,148,2014
0,0,0,104,0,1210,0,0,2014
9,18,0,23631,0,8593,1,504,2014
0,4,0,13672,1,179,1,16,2014
0,0,0,120,0,1494,0,0,2014
0,0,0,35104,0,0,1,2,2014
0,0,0,120,0,20,0,0,2014
0,2,0,1744,0,1813,1,1,2014
0,1,0,2724,0,190,0,0,2014
0,0,0,224,0,605,0,0,2014
0,0,0,332,0,39,1,8,2014
0,0,0,140,0,564,1,1,2014
0,0,0,120,0,462,1,6,2014
0,0,0,8796,0,0,1,2,2014
0,0,0,17172,0,77,1,2,2014
0,3,0,2548,0,131,1,2,2014
0,0,0,140,0,0,1,6,2014
0,0,0,392,0,423,1,34,2014
0,0,0,4484,0,46,1,1,2014
0,0,0,4668,0,0,1,28,2014
0,0,1,468,0,237,1,30,2014
0,0,0,848,0,54,1,3,2014
0,0,0,2076,1,3245,2,17,2014
4,1,2,37026,1,243,4,695,2014
0,1,0,100,0,0,0,0,2014
0,0,0,2828,0,80,1,7,2014
0,1,0,1425,0,760,1,3,2014
2,0,0,2556,0,2059,1,2,2014
1,0,0,178904,0,0,1,1,2014
0,0,0,260,0,0,0,0,2014
1,0,0,10404,0,197,2,495,2014
0,0,0,184,0,0,1,9,2014
0,0,0,16796,0,44,1,1,2014
0,0,0,268,0,9220,1,10,2014
1,0,0,191,1,299,1,1,2014
0,0,0,2236,0,53,1,3,2014
0,0,0,12880,0,0,1,1,2014
1,0,1,15470,1,185,1,11,2014
0,0,0,63620,0,179,1,6,2014
1,0,0,3222,0,69,3,20,2014
0,0,0,488,0,0,1,1,2014
0,0,0,17852,1,0,0,0,2014
1,1,0,215,0,370,0,0,2014
0,0,0,9340,0,62,2,50,2014
0,0,0,160,0,0,0,0,2014
0,0,0,796,0,34,1,2,2014
1,0,0,5432,0,0,0,0,2014
0,0,0,1956,0,0,0,0,2014
1,0,0,1032,0,0,0,0,2014
0,2,0,448,0,1795,1,37,2014
0,0,0,252,0,0,1,6,2014
0,2,0,180,0,1850,0,0,2014
0,1,0,528,1,0,0,0,2014
1,1,0,8084,0,54,2,28,2014
1,0,0,70548,1,80,3,130,2014
1,0,0,251,1,317,1,2,2014
0,1,0,400,0,112,1,6,2014
0,0,0,384,0,0,1,18,2014
0,0,0,132,0,1228,0,0,2014
0,0,0,4960,0,481,1,1,2014
0,0,0,296,0,726,1,9,2014
0,0,0,3960,0,211,1,41,2014
0,0,0,4636,0,373,0,0,2014
0,0,0,5692,1,478,0,0,2014
3,0,0,267,0,6986,1,8,2014
0,2,0,148,0,115,1,7,2014
0,0,0,348,0,0,1,1,2014
0,0,0,368,0,505,1,2,2014
1,1,0,18332,0,60,1,13,2014
0,0,0,860,0,0,1,14,2014
1,0,1,5764,0,0,7,396,2014
0,1,0,1228,0,0,1,1,2014
0,0,0,16160,0,51,2,6,2014
0,0,0,824,0,0,1,1,2014
1,0,0,4168,0,64,0,0,2014
0,0,0,693,0,80,2,6,2014
0,0,0,41236,0,104,1,2,2014
0,0,0,480,0,0,1,3,2014
0,0,0,1072,0,0,2,23,2014
0,0,0,117916,0,561,1,144,2014
0,0,0,172,1,0,0,0,2014
0,0,0,12696,1,0,1,3,2014
0,0,0,300,1,0,0,0,2014
0,0,0,6836,0,753,0,0,2014
0,0,0,7423,0,3155,1,19,2014
0,1,0,34,0,0,2,17,2014
0,0,0,220,0,2685,1,1,2014
0,0,0,2124,0,893,1,5,2014
0,0,0,176,0,-1,0,0,2014
0,0,0,296,1,93,0,0,2014
0,0,0,93442,0,11922,8,2219,2014
2,0,0,107,1,0,1,29,2014
0,0,0,2764,0,52,2,34,2014
0,0,0,4092,0,69,1,13,2014
0,0,1,1296,0,8757,3,98,2014
0,0,0,124,0,0,0,0,2014
0,0,0,144,0,1299,1,1,2014
0,0,0,36596,0,103,1,3,2014
0,0,0,4864,0,0,1,2,2014
0,0,0,14130,0,3483,4,205,2014
0,0,0,964,0,204,1,2,2014
0,0,0,2132,0,271,1,73,2014
0,0,1,8348,0,91,1,10,2014
0,0,0,136,1,1495,1,5,2014
0,0,0,216,0,526,1,2,2014
1,1,0,443,0,372,1,547,2014
0,0,0,344,0,193,2,16,2014
0,0,0,6340,0,0,0,0,2014
0,0,0,2140,1,97,2,14,2014
0,2,0,21612,0,1604,2,273,2014
0,1,0,12,0,551,1,1,2014
0,0,0,4192,0,1103,1,5,2014
0,0,0,284,0,110,1,6,2014
0,0,0,8268,0,312,1,4,2014
0,0,8,350,0,0,1,31,2014
1,0,0,1284,0,0,1,1,2014
0,0,0,796,0,799,2,22,2014
1,0,0,34623,0,961,2,7,2014
0,0,0,3604,0,0,2,26,2014
1,1,0,339,1,3837,2,19,2014
1,1,1,536,0,3929,1,95,2014
0,0,0,9180,0,478,1,23,2014
0,1,0,2188,0,709,1,2,2014
0,0,0,140,0,76,1,3,2014
0,1,0,380,1,0,1,1,2014
0,0,0,168,0,643,1,6,2014
0,0,0,928,1,0,1,3,2014
0,0,0,33469,0,12914,5,985,2014
0,0,0,364,0,643,2,70,2014
0,1,0,14316,0,0,1,1,2014
0,0,0,360,0,1536,1,30,2014
0,1,0,2720,0,87,1,2,2014
2,0,0,304,1,0,1,2,2014
0,2,0,804,0,1129,1,2,2014
0,0,0,216,0,1122,1,24,2014
0,0,0,948,0,3704,1,66,2014
1,0,0,60824,0,540,2,73,2014
0,0,0,1996,0,99,1,9,2014
0,0,0,151,0,556,1,5,2014
0,0,0,8480,0,78,1,3,2014
0,0,0,684,0,0,1,28,2014
0,0,0,12440,0,883,3,95,2014
0,1,0,132,0,0,0,0,2014
0,1,0,3812,0,0,1,9,2014
0,0,0,136,1,0,0,0,2014
0,1,0,188,1,0,0,0,2014
0,0,0,228,0,10,2,4,2014
0,0,0,1324,0,103,3,48,2014
0,1,0,3080,0,2437,1,3,2014
0,1,0,466,0,0,1,189,2014
1,1,0,1440,0,251,1,3,2014
0,0,0,20653,0,2371,3,111,2014
0,0,4,3140,0,6826,1,120,2014
1,0,0,16036,0,87,2,40,2014
0,0,0,352,1,269,1,33,2014
0,0,0,2712,0,111,1,2,2014
0,0,0,40,0,230,1,20,2014
0,0,0,228174,0,138,1,4,2014
1,0,0,16140,0,30,1,3,2014
0,0,0,5660,0,894,1,3,2014
0,0,0,244,1,0,1,1,2014
0,0,0,16,1,0,1,3,2014
0,1,0,51,0,83,2,7,2014
0,0,0,2476,0,153,1,14,2014
0,0,0,176,0,0,0,0,2014
0,0,0,416,0,281,2,12,2014
1,0,0,1555,0,353,2,34,2014
0,0,0,135,1,0,1,9,2014
0,0,0,15752,1,637,1,281,2014
2,1,0,1960,0,592,1,2,2014
0,1,0,568,0,0,1,9,2014
0,0,0,396,0,163,1,3,2014
0,0,0,42459,0,478,2,90,2014
2,1,7,3728,0,437,1,60,2014
0,1,0,13877,0,194,3,161,2014
0,1,0,13720,0,145,1,1,2014
0,0,0,1612,0,20,6,50,2014
1,0,0,152,1,0,0,0,2014
0,0,0,22,1,0,0,0,2014
0,0,0,144,1,0,1,1,2014
0,0,0,435,1,0,0,0,2014
0,1,0,132,0,197,1,2,2014
0,0,0,5164,0,0,2,109,2014
0,0,0,13883,0,162,1,4,2014
0,0,0,2487,1,0,1,10,2014
0,0,0,932,0,187,1,2,2014
0,1,0,1324,0,1686,1,3,2014
0,0,0,136,1,0,0,0,2014
0,0,0,128,0,586,1,2,2014
0,0,0,208,1,0,1,7,2014
1,0,0,872,0,0,1,1,2014
0,0,0,180,1,0,0,0,2014
0,0,0,257,1,2812,1,5,2014
0,0,0,180,1,0,0,0,2014
0,0,0,1828,0,382,3,7,2014
1,0,0,165,1,0,0,0,2014
0,0,0,1424,0,3079,1,65,2014
1,1,0,7,0,5891,1,7,2014
1,0,0,1154,0,744,2,12,2014
0,0,0,1296,0,297,1,3,2014
0,0,0,320,0,73,1,1,2014
160,165,49,61693,1,1307,0,0,2014
14,1,1,1136,0,1089,1,3,2014
22,40,0,177607,1,1687,15,9825,2014
3,1,0,3148,0,0,1,16,2014
2,14,24,8784,1,2105,1,72,2014
15,17,2,156,0,2753,1,1,2014
10,17,0,20647,0,5021,4,12,2014
7,10,0,1616,1,1224,2,53,2014
5,5,0,660,1,1550,4,45,2014
18,11,0,260669,1,1235,11,2292,2014
4,0,0,2412,0,41,3,21,2014
6,7,3,12857,1,5390,2,11,2014
6,0,0,2630,0,0,1,2,2014
5,4,0,13363,1,1826,2,80,2014
3,3,0,34616,0,1252,3,15,2014
